"","V1"
"1995",0
"1996",0.1
"1997",0
"1998",0
"1999",0
"2000",10.875
"2001",0
"2002",0
"2003",0
"2004",5.53333333333333
"2005",0
"2006",0
"2007",53.2
"2008",0
"2009",0
"2010",0
"2011",0
"2012",0
"2013",0
"2014",0
"2015",0
"2016",0
"2017",47.72
"2018",0
"2019",0
"2020",0
"2021",0
"2022",14.7666666666667
"2023",66.448275862069
"2024",0
"2025",0
"2026",0
"2027",0
"2028",0
"2029",0
"2030",23.1333333333333
"2031",0
"2032",0
"2033",5.42307692307692
"2034",0
"2035",0
"2036",0
"2037",0
"2038",3.73333333333333
"2039",1.07692307692308
"2040",0
"2041",0
"2042",0
"2043",0
"2044",0
"2045",0
"2046",0
"2047",0
"2048",0
"2049",0
"2050",0
"2051",0
"2052",95.1388888888889
"2053",0
"2054",0.0555555555555556
"2055",0
"2056",0
"2057",0.2
"2058",100
"2059",100
"2060",21.1666666666667
"2061",0
"2062",2
"2063",0
"2064",0
"2065",0
"2066",4.36666666666667
"2067",0
"2068",0
"2069",41.8
"2070",27.7333333333333
"2071",8.88235294117647
"2072",0
"2073",0
"2074",0
"2075",0
"2076",0
"2077",0
"2078",0
"2079",87.7333333333333
"2080",0
"2081",0
"2082",0
"2083",76.6071428571429
"2084",0
"2085",0
"2086",0
"2087",0
"2088",0
"2089",0
"2090",0
"2091",0
"2092",0
"2093",0
"2094",26.4444444444444
"2095",0.16
"2096",0
"2097",75.76
"2098",0
"2099",0
"2100",0
"2101",2.72413793103448
"2102",67.36
"2103",0
"2104",0
"2105",0
"2106",0
"2107",16.2333333333333
"2108",0
"2109",0
"2110",0
"2111",0
"2112",17.16
"2113",0
"2114",5
"2115",0
"2116",0
"2117",0
"2118",0
"2119",0
"2120",0
"2121",0
"2122",0
"2123",0
"2124",0
"2125",74
"2126",0
"2127",0
"2128",0
"2129",0
"2130",13
"2131",100
"2132",33.5666666666667
"2133",13.52
"2134",0
"2135",0
"2136",0
"2137",100
"2138",0
"2139",0
"2140",0
"2141",0
"2142",0
"2143",0
"2144",97.9428571428571
"2145",0
"2146",0
"2147",0
"2148",6.54545454545455
"2149",0
"2150",0
"2151",30.3571428571429
"2152",1
"2153",0
"2154",16.9333333333333
"2155",0
"2156",0
"2157",0
"2158",0
"2159",0
"2160",0
"2161",0
"2162",0
"2163",0
"2164",0
"2165",0
"2166",0
"2167",0
"2168",0
"2169",0
"2170",0
"2171",0
"2172",0
"2173",0
"2174",10.7692307692308
"2175",0
"2176",0
"2177",0
